@relation 'customer_churn-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-R3,6,7,10,12-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.instance.Resample-B0.0-S1-Z60.0'

@attribute CashbackAmount numeric
@attribute DaySinceLastOrder numeric
@attribute OrderCount numeric
@attribute CouponUsed numeric
@attribute OrderAmountHikeFromlastYear numeric
@attribute Complain numeric
@attribute NumberOfAddress numeric
@attribute MaritalStatus=Married numeric
@attribute MaritalStatus=Divorced numeric
@attribute MaritalStatus=Single numeric
@attribute SatisfactionScore numeric
@attribute PreferedOrderCat=Grocery numeric
@attribute PreferedOrderCat=Fashion numeric
@attribute PreferedOrderCat=Others numeric
@attribute 'PreferedOrderCat=Mobile Phone' numeric
@attribute PreferedOrderCat=Mobile numeric
@attribute 'PreferedOrderCat=Laptop & Accessory' numeric
@attribute NumberOfDeviceRegistered numeric
@attribute HourSpendOnApp numeric
@attribute Gender=Male numeric
@attribute 'PreferredPaymentMode=Credit Card' numeric
@attribute PreferredPaymentMode=COD numeric
@attribute 'PreferredPaymentMode=E wallet' numeric
@attribute 'PreferredPaymentMode=Cash on Delivery' numeric
@attribute PreferredPaymentMode=CC numeric
@attribute PreferredPaymentMode=UPI numeric
@attribute 'PreferredPaymentMode=Debit Card' numeric
@attribute WarehouseToHome numeric
@attribute CityTier numeric
@attribute PreferredLoginDevice=Computer numeric
@attribute PreferredLoginDevice=Phone numeric
@attribute 'PreferredLoginDevice=Mobile Phone' numeric
@attribute Tenure numeric
@attribute Churn {0,1}

@data
176,9,1,0,15,0,2,0,0,1,5,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,14,3,1,0,0,9,0
264,2,1,1.751023,16,0,4,1,0,0,4,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,28,1,0,0,1,22,0
166,8,2,2,14,0,9,0,0,1,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,31,1,0,0,1,13,0
200,7,1,1,14,0,2,0,0,1,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,26,3,1,0,0,0,0
121,0,1,1,21,0,2,1,0,0,4,0,0,0,0,1,0,4,3,1,0,0,0,0,0,1,0,23,1,0,1,0,10.189899,0
158,1,2,1,20,0,9,1,0,0,3,0,0,0,1,0,0,4,3,0,1,0,0,0,0,0,0,11,1,0,0,1,12,0
184,10,8,4,20,0,8,0,0,1,5,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,6,3,0,0,1,26,0
150,3,3,2,18,0,4,0,0,1,2,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,13,1,0,1,0,27,0
154,3,2,1,14,0,3,0,1,0,2,0,0,0,1,0,0,5,4,0,0,0,0,0,0,0,1,12,1,0,0,1,7,0
167,4,2,1,15,0,3,1,0,0,4,0,0,0,0,0,1,5,3,1,0,0,1,0,0,0,0,16,3,0,0,1,11,0
182,8,2,1,20,0,2,0,0,1,5,0,0,0,0,0,1,3,4,1,1,0,0,0,0,0,0,23,1,0,0,1,2,0
146,7,8,0,20,0,1,0,0,1,3,0,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,29,3,1,0,0,7,0
167,2,2,1,13,1,4,0,0,1,4,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,17,1,0,0,1,11,0
120,0,1,1,14,0,2,1,0,0,4,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,16,1,0,0,1,10.189899,0
148,1,2,1,15,0,2,1,0,0,5,0,0,0,1,0,0,5,3,1,0,1,0,0,0,0,0,28,1,0,1,0,1,0
222,4.543491,2,1,14,0,5,1,0,0,5,0,0,0,0,0,1,6,3,0,0,0,0,0,0,1,0,15,1,0,0,1,3,0
135,8,5,4,21,0,2,1,0,0,3,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,29,3,0,1,0,0,0
168,4,2,2,16,0,3,1,0,0,4,0,0,0,0,0,1,4,4,1,1,0,0,0,0,0,0,7,1,0,0,1,8,0
162,8,1,0,15,0,2,0,1,0,2,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,14,3,0,0,1,5,0
188,3,2,2,16,0,4,1,0,0,5,0,0,0,0,0,1,5,3,1,0,0,0,0,0,0,1,19,1,1,0,0,12,0
248,2,3.008004,1,14,1,3,1,0,0,3,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,14,1,0,0,1,28,0
283,0,1,1.751023,13,0,7,1,0,0,3,0,0,1,0,0,0,3,2,1,0,0,1,0,0,0,0,11,3,0,0,1,0,0
147,4,2,2,19,1,2,1,0,0,1,0,0,0,1,0,0,6,4,0,0,0,0,0,0,0,1,22,1,0,1,0,3,0
187,7,1,0,22,0,5,0,0,1,1,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,6,3,0,0,1,11,0
153,0,1,0,11,0,2,1,0,0,3,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,16,1,1,0,0,16,0
150,3,2,1,13,1,3,0,0,1,4,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,12,1,0,0,1,1,0
197,7,1,1,13,0,4,1,0,0,5,0,0,0,0,0,1,5,2,0,0,0,0,0,0,1,0,14,1,0,0,1,2,0
165,0,1,1,16,1,3,1,0,0,5,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,14,1,0,0,1,13,0
211,4.543491,8,5,15,0,3,0,0,1,4,0,1,0,0,0,0,5,3,0,1,0,0,0,0,0,0,16,1,0,0,1,8,0
263,1,2,1.751023,23,0,5,0,1,0,2,1,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0,32,1,1,0,0,26,0
197,7,1,1,13,0,4,1,0,0,5,0,0,0,0,0,1,5,2,0,0,0,0,0,0,1,0,14,1,0,0,1,2,0
189,7,2,2,18,0,10,1,0,0,3,0,0,0,0,0,1,6,4,1,0,0,0,0,0,0,1,36,1,0,0,1,3,0
194,2,2,2,11,0,3,0,0,1,1,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,24,1,1,0,0,8,0
194,2,1,1,18,1,5,0,1,0,1,0,1,0,0,0,0,3,2,1,0,0,0,1,0,0,0,35,1,0,0,1,18,0
156,2,2,1,13,0,5,1,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,6,1,1,0,0,16,0
158,8,1,1,21,1,5,0,0,1,1,0,0,0,0,0,1,3,3,1,0,0,1,0,0,0,0,11,3,1,0,0,19,0
155,3,1,1,12,0,2,1,0,0,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,8,1,0,0,1,0,0
168,8,4,3,13,0,3,0,0,1,3,0,0,0,0,0,1,5,3,1,0,0,0,0,0,0,1,30,1,1,0,0,16,0
188,7,7,6,13,0,2,1,0,0,4,0,1,0,0,0,0,3,3,1,1,0,0,0,0,0,0,15,3,1,0,0,10,0
144,4,1,0,16,0,2,1,0,0,3,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,0,15,1,0,1,0,0,0
159,2,2,1,14,0,9,0,0,1,5,0,0,0,1,0,0,2,4,1,1,0,0,0,0,0,0,9,1,0,0,1,1,0
232,16,3.008004,4,21,1,3,1,0,0,3,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,1,16,1,0,0,1,9,0
190,3,2,1,14,1,5,0,0,1,5,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,24,1,0,0,1,16,0
123,2,2,0,24,0,2,0,1,0,2,0,0,0,0,1,0,3,3,1,0,0,0,0,1,0,0,15.639896,1,0,1,0,0,0
140,8,1,0,22,0,2,1,0,0,5,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,6,3,0,1,0,6,0
159,5,8,0,11,1,1,0,1,0,2,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,18,1,0,0,1,4,0
178,10,2,1,13,1,9,1,0,0,1,0,0,0,0,0,1,6,4,0,1,0,0,0,0,0,0,13,1,1,0,0,12,0
141,2,1,0,13,1,1,0,1,0,4,0,0,0,0,0,1,3,2,1,0,0,1,0,0,0,0,8,3,0,1,0,5,0
178,4,2,1,14,0,9,0,0,1,5,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,0,9,3,1,0,0,5,0
163,7,4,4,19,1,1,1,0,0,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,15,2,0,0,1,3,0
144,2,3,0,15,0,2,1,0,0,3,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,23,1,0,1,0,0,0
185,3,2,2,16,1,8,0,0,1,4,0,0,0,0,0,1,5,4,1,1,0,0,0,0,0,0,13,1,0,0,1,15,0
164,3,2,2,12,0,4,1,0,0,4,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,11,3,0,0,1,6,0
176,8,3,2,20,1,3,1,0,0,3,0,0,0,0,0,1,2,4,1,1,0,0,0,0,0,0,23,1,1,0,0,21,0
122,0,1,0,17,0,4,0,1,0,2,0,0,0,0,1,0,4,3,1,0,0,0,0,0,0,1,9,1,0,1,0,10.189899,0
146,3,2,1,12,0,4,0,0,1,5,0,0,0,1,0,0,4,3,1,0,1,0,0,0,0,0,7,1,0,1,0,2,0
121,4,1,1,15,0,5,1,0,0,1,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,1,9,1,1,0,0,10.189899,0
130,17,12,10,12,0,2,1,0,0,5,0,0,0,0,1,0,3,2.931535,0,0,0,0,0,0,0,1,20,1,0,1,0,10,0
147,4,2,2,19,1,2,0,1,0,2,0,0,0,1,0,0,6,4,0,0,0,0,0,0,0,1,22,1,0,1,0,3,0
162,8,7,5,22,1,2,1,0,0,1,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,6,1,0,0,1,5,0
137,8,5,0,13,0,2,0,0,1,1,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,15,1,1,0,0,15,0
191,5,2,2,19,0,3,0,1,0,3,0,0,0,0,0,1,5,4,1,0,0,1,0,0,0,0,17,3,0,0,1,4,0
318,3,3,2,15.707922,1,9,1,0,0,1,0,0,1,0,0,0,4,3,1,1,0,0,0,0,0,0,9,1,0,0,1,20,0
123,0,1,1,13,0,3,0,0,1,3,0,0,0,0,1,0,5,3,1,0,0,0,0,0,0,1,23,1,1,0,0,10.189899,0
295,10,16,7,15.707922,0,10,1,0,0,5,1,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,9,3,0,0,1,20,0
155,3,1,1,11,0,8,0,0,1,3,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,1,6,3,1,0,0,30,0
193,8,2,1,16,1,3,1,0,0,1,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,25,1,1,0,0,23,0
130,1,1,0,12,0,2,1,0,0,1,0,0,0,0,1,0,5,2.931535,0,0,0,0,0,0,0,1,6,1,0,1,0,8,0
221,4.543491,1,1,17,0,4,0,1,0,4,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,1,31,1,0,0,1,11,0
168,8,2,1,13,0,3,0,0,1,5,0,0,0,0,0,1,5,3,1,1,0,0,0,0,0,0,7,3,1,0,0,1,0
181,10,2,2,15,0,8,0,0,1,4,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,20,1,0,0,1,20,0
243,3,3.008004,3,15,0,7,1,0,0,1,1,0,0,0,0,0,4,4,1,0,0,1,0,0,0,0,15,3,0,0,1,27,0
222,4.543491,2,1,15,0,11,0,0,1,3,0,1,0,0,0,0,4,4,0,1,0,0,0,0,0,0,17,1,0,0,1,4,0
189,3,3,3,14,0,4,1,0,0,5,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,15,3,0,0,1,7,0
144,2,1,0,11,0,6,0,0,1,4,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,8,1,1,0,0,8,0
111,0,1,1,11,1,2,1,0,0,1,0,0,0,1,0,0,5,2,0,1,0,0,0,0,0,0,8,1,0,0,1,4,0
245,13,3.008004,1,19,0,2,1,0,0,4,0,1,0,0,0,0,4,4,0,1,0,0,0,0,0,0,8,1,1,0,0,21,0
170,18,14,7,26,0,3,0,0,1,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,0,36,1,0,0,1,18,0
176,8,2,2,14,0,6,1,0,0,1,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,15,3,1,0,0,10,0
155,4,1,1,14,0,2,1,0,0,1,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,8,3,0,0,1,6,0
260,0,3.008004,0,14,0,3,0,0,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,29,1,0,0,1,15,0
156,3,3,1,19,0,3,0,0,1,1,0,0,0,1,0,0,4,4,1,1,0,0,0,0,0,0,12,1,0,0,1,1,0
128,4,1,1,22,0,9,1,0,0,4,0,0,0,0,1,0,3,2.931535,1,0,0,0,0,1,0,0,18,1,0,1,0,15,0
182,4,2,2,21,0,3,0,1,0,3,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,1,16,3,0,0,1,8,0
150,3,2,1,13,1,3,0,0,1,4,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,12,1,0,0,1,1,0
138,1,2,2,19,0,3,0,1,0,3,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,1,10,1,1,0,0,9,0
212,4.543491,2,2,23,0,6,0,0,1,2,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,1,7,3,0,0,1,12,0
157,3,1,0,13,1,2,0,0,1,2,0,0,0,0,0,1,3,2,0,0,1,0,0,0,0,0,16,3,1,0,0,11,0
146,3,2,1,15,0,5,0,0,1,5,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,1,14,1,0,1,0,3,0
122,2,1,0,14,0,8,1,0,0,3,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,0,6,1,0,1,0,10.189899,0
184,9,4,1,14,0,2,1,0,0,1,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,1,32,1,0,0,1,19,0
179,4,2,1,13,0,6,0,0,1,3,0,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,8,1,1,0,0,19,0
163,7,4,4,19,1,1,1,0,0,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,15,2,0,0,1,3,0
154,2,1,0,25,1,2,1,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,22,3,1,0,0,6,0
152,1,2,2,12,0,3,1,0,0,4,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,1,16,1,1,0,0,1,0
162,3,2,2,20,0,2,1,0,0,1,0,0,0,1,0,0,4,3,1,0,0,0,0,0,1,0,10,2,0,0,1,8,0
180,4,2,2,17,0,4,1,0,0,4,0,0,0,0,0,1,5,3,1,0,0,1,0,0,0,0,24,3,0,0,1,10,0
147,9,6,0,11,0,10,1,0,0,3,0,0,0,0,0,1,3,2,1,0,0,1,0,0,0,0,6,3,0,1,0,8,0
132,2,2,2,18,1,5,1,0,0,1,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1,6,2,0,1,0,17,0
233,8,3.008004,1,14,0,8,1,0,0,3,0,1,0,0,0,0,4,4,1,1,0,0,0,0,0,0,14,1,0,0,1,20,0
226,4.543491,14,5,15,1,4,1,0,0,1,0,1,0,0,0,0,4,3,1,0,0,0,0,0,0,1,9,1,1,0,0,16,0
171,8,9,1,21,0,2,0,0,1,3,0,0,0,0,0,1,4,4,1,0,0,1,0,0,0,0,30,3,1,0,0,8,0
183,8,2,1,15,0,4,1,0,0,1,0,0,0,0,0,1,4,3,1,1,0,0,0,0,0,0,9,1,1,0,0,9,0
149,1,1,1,15,0,9,0,0,1,3,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,1,26,3,0,1,0,18,0
187,11,2,1,15,0,9,0,0,1,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,17,3,1,0,0,15,0
269,10,14,1.751023,14,1,3,0,0,1,1,1,0,0,0,0,0,6,3,1,1,0,0,0,0,0,0,29,1,1,0,0,24,0
164,3,2,2,14,0,3,1,0,0,5,0,0,0,1,0,0,4,4,1,1,0,0,0,0,0,0,36,1,0,0,1,1,0
167,2,1,0,18,0,6,1,0,0,1,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,21,1,1,0,0,5,0
293,9,12,2,15.707922,0,11,1,0,0,1,1,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0,9,1,1,0,0,19,0
158,8,5,3,18,0,3,1,0,0,2,0,0,0,0,0,1,4,4,1,0,1,0,0,0,0,0,31,1,0,0,1,14,0
126,8,3,3,13,0,6,1,0,0,4,0,0,0,0,1,0,3,3,1,0,0,0,0,0,1,0,15.639896,2,1,0,0,11,0
304,1,2,1,15.707922,1,6,1,0,0,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,28,3,0,0,1,61,0
180,3,2,1,19,0,7,1,0,0,4,0,0,0,0,0,1,6,3,1,1,0,0,0,0,0,0,9,1,0,0,1,25,0
169,0,1,1,24,1,6,0,0,1,1,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,0,8,1,0,0,1,3,0
125,1,1,0,15,0,2,1,0,0,5,0,0,0,0,1,0,5,3,1,0,0,0,0,0,0,1,15.639896,1,0,1,0,0,0
148,6,5,1,21,1,4,1,0,0,3,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,13,3,0,1,0,27,0
176,5,2,1,14,0,7,1,0,0,2,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,9,1,0,0,1,21,0
117,0,1,1,11,0,2,0,1,0,2,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,9,1,1,0,0,10.189899,0
279,7,14,1.751023,11,0,2,1,0,0,5,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,8,1,1,0,0,23,0
168,2,2,2,20,0,2,1,0,0,1,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,15,3,1,0,0,1,0
130,0,1,0,18,0,1,0,0,1,3,0,0,0,0,1,0,4,2.931535,0,0,0,0,0,0,1,0,11,3,0,1,0,0,0
223,4.543491,2,2,20,0,5,0,1,0,3,0,0,0,0,0,1,4,4,0,1,0,0,0,0,0,0,17,1,0,0,1,12,0
161,4,2,1,14,1,3,0,1,0,2,0,0,0,1,0,0,5,3,1,0,0,0,0,0,0,1,7,1,0,0,1,8,0
228,4.543491,1,1,16,1,2,1,0,0,1,0,1,0,0,0,0,4,2,1,0,0,0,1,0,0,0,11,1,0,0,1,0,0
170,3,2,2,13,1,2,0,0,1,5,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,9,3,0,0,1,8,0
163,5,1,1,12,1,2,1,0,0,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,15,1,0,0,1,5,0
260,12,3.008004,1,20,0,4,1,0,0,1,1,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,17,1,1,0,0,27,0
153,7,5,5,12,0,2,0,0,1,2,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,1,27,3,0,0,1,7,0
145,7,7,5,22,1,1,0,1,0,2,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,8,3,0,1,0,20,0
318,3,3,2,15.707922,1,9,1,0,0,1,0,0,1,0,0,0,4,3,1,1,0,0,0,0,0,0,9,1,0,0,1,20,0
149,3,1,1,16,0,2,0,0,1,3,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0,6,3,0,1,0,8,0
257,14,3.008004,5,16,0,9,0,0,1,3,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,1,13,1,0,0,1,14,0
171,3,2,2,13,0,3,0,0,1,3,0,0,0,0,0,1,5,3,1,0,0,0,0,0,0,1,7,1,0,0,1,1,0
194,1,2,2,14,0,3,0,1,0,3,0,0,0,0,0,1,4,3,0,0,0,1,0,0,0,0,27,3,1,0,0,5,0
160,3,2,1,19,0,3,0,0,1,3,0,0,0,1,0,0,2,4,1,1,0,0,0,0,0,0,17,1,0,0,1,1,0
143,1,1,0,19,0,1,0,1,0,2,0,0,0,0,0,1,3,2,1,0,0,1,0,0,0,0,5,3,1,0,0,2,0
182,3,2,1,15,0,11,1,0,0,2,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,30,1,0,0,1,12,0
170,3,2,1,15,1,6,1,0,0,3,0,0,0,0,0,1,4,4,0,0,0,0,0,0,1,0,15,1,0,0,1,17,0
176,8,2,2,14,0,6,1,0,0,2,0,0,0,0,0,1,4,3,1,0,1,0,0,0,0,0,15,3,1,0,0,10,0
165,8,8,7,13,0,11,0,0,1,3,0,0,0,1,0,0,4,4,0,1,0,0,0,0,0,0,36,1,1,0,0,6,0
218,4.543491,2,2,13,0,5,1,0,0,4,0,1,0,0,0,0,4,3,1,0,0,0,1,0,0,0,36,3,0,0,1,8,0
156,13,2,0,11,0,2,1,0,0,4,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0,32,1,1,0,0,13,0
159,8,3,0,13,0,1,1,0,0,1,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,31,1,0,0,1,18,0
194,8,2,1,16,0,5,1,0,0,5,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,9,3,0,0,1,12,0
168,8,4,3,13,0,3,0,0,1,3,0,0,0,0,0,1,5,3,1,0,0,0,0,0,0,1,30,1,1,0,0,16,0
168,7,1,0,15,1,2,1,0,0,2,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,24,1,1,0,0,22,0
188,2,1,1,11,1,3,1,0,0,4,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,0,15,1,0,0,1,9,0
297,9,12,3,15.707922,0,5,1,0,0,4,0,0,1,0,0,0,4,3,1,0,0,0,0,0,0,1,16,1,0,0,1,21,0
137,2,1,1,19,0,1,1,0,0,1,0,0,0,1,0,0,3,2,1,0,0,0,0,0,1,0,9,2,0,1,0,7,0
203,10,2,2,21,0,4,0,0,1,2,0,0,0,0,0,1,4,4,1,0,0,0,0,0,0,1,25,1,1,0,0,10,0
190,12,4,1,14,0,3,1,0,0,1,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,1,8,1,0,0,1,11,0
164,6,3,3,15,0,10,0,1,0,4,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,9,2,0,0,1,12,0
207,8,2,1,14,1,5,1,0,0,3,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,1,16,3,0,0,1,15,0
230,4.543491,2,1,16,0,8,0,0,1,2,0,1,0,0,0,0,5,4,1,0,0,0,1,0,0,0,17,1,0,0,1,24,0
154,1,2,1,14,1,3,1,0,0,3,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,1,7,1,0,0,1,1,0
128,2,1,0,16,0,3,1,0,0,5,0,0,0,0,1,0,1,2.931535,1,0,0,0,0,1,0,0,10,1,0,1,0,0,0
158,3,2,2,18,0,5,1,0,0,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,12,1,0,0,1,6,0
147,3,2,2,14,0,3,0,1,0,4,0,0,0,1,0,0,4,3,0,1,0,0,0,0,0,0,18,1,0,1,0,1,0
236,2,3.008004,0,18,1,3,1,0,0,1,0,1,0,0,0,0,3,3,0,1,0,0,0,0,0,0,6,1,1,0,0,10,0
122,2,1,0,11,1,1,0,0,1,3,0,0,0,0,1,0,3,2,1,0,0,0,0,1,0,0,6,1,1,0,0,10.189899,0
275,9,4,1.751023,12,0,4,1,0,0,3,1,0,0,0,0,0,3,2,1,0,0,1,0,0,0,0,9,3,0,0,1,19,0
155,9,1,0,14,0,2,0,0,1,3,0,0,0,0,0,1,3,2,1,0,0,1,0,0,0,0,16,3,0,0,1,6,0
204,1,10,2,11,1,2,1,0,0,3,0,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,31,1,0,0,1,8,0
153,2,2,1,15,0,9,1,0,0,3,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,1,22,3,0,0,1,3,0
179,3,2,2,18,1,8,1,0,0,5,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,25,1,0,0,1,16,0
292,15,11,0,15.707922,0,2,0,1,0,2,0,0,1,0,0,0,3,2,1,0,0,0,1,0,0,0,10,1,0,0,1,15,0
121,1,2,1,18,0,2,0,0,1,4,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,6,1,0,1,0,10.189899,0
148,5,2,1,21,0,3,1,0,0,5,0,0,0,1,0,0,4,4,1,0,0,0,0,0,0,1,16,1,0,1,0,15,0
163,5,2,1,15,0,3,0,0,1,5,0,0,0,1,0,0,5,4,0,1,0,0,0,0,0,0,35,1,0,0,1,3,0
189,3,2,1,20,0,8,1,0,0,4,0,0,0,0,0,1,6,3,1,0,0,0,0,0,1,0,11,2,1,0,0,15,0
139,2,1,1,23,1,9,1,0,0,1,0,0,0,1,0,0,3,3,0,1,0,0,0,0,0,0,18,1,0,1,0,4,0
145,1,2,1,14,0,3,0,1,0,4,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,1,20,3,1,0,0,1,0
292,10,2,1.751023,12,0,2,1,0,0,3,0,0,1,0,0,0,4,2,1,0,0,0,0,0,1,0,6,2,0,0,1,14,0
158,0,1,0,16,1,4,1,0,0,1,0,0,0,0,0,1,5,2,1,1,0,0,0,0,0,0,24,1,0,0,1,11,0
185,3,2,2,16,1,8,0,0,1,4,0,0,0,0,0,1,5,4,1,1,0,0,0,0,0,0,13,1,0,0,1,15,0
156,12,4,4,13,0,2,1,0,0,3,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,1,15,3,1,0,0,18,0
175,2,1,1,17,0,5,0,0,1,2,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,6,1,0,0,1,10,0
271,8,7,1.751023,15,0,3,1,0,0,1,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,6,1,0,0,1,25,0
199,7,1,0,19,0,1,0,0,1,5,0,0,0,0,0,1,3,3,1,1,0,0,0,0,0,0,11,1,1,0,0,4,0
164,3,4,3,12,0,7,0,1,0,4,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,6,1,0,0,1,10,0
147,3,3,2,13,1,2,0,1,0,5,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,17,1,1,0,0,0,0
149,3,2,2,15,1,2,0,0,1,1,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,12,1,1,0,0,1,0
162,3,1,1,17,0,8,0,0,1,3,0,0,0,0,0,1,4,3,0,1,0,0,0,0,0,0,20,3,0,0,1,15,0
189,3,2,1,20,0,8,1,0,0,4,0,0,0,0,0,1,6,3,1,0,0,0,0,0,1,0,11,2,1,0,0,15,0
177,6,2,2,14,0,9,0,0,1,5,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,11,3,0,0,1,16,0
172,10,7,4,12,0,11,0,1,0,3,0,0,0,0,0,1,4,3,1,0,0,1,0,0,0,0,7,3,0,0,1,9,0
153,1,2,1,23,0,7,1,0,0,1,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,1,10,1,0,0,1,10,0
122,2,1,0,18,0,7,1,0,0,3,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,0,8,3,1,0,0,10.189899,0
152,9,1,0,18,1,1,1,0,0,1,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,13,3,0,0,1,30,0
